#FREEMATICSEV=1,TS=39890,SK=TEST_SERVER_KEY,VIN=AUZZZ8V3FA166868 81=220 
40620:0=40620 
65060:0=65060 
65060:10D=39 
65060:30=101 
65060:10C=2744 
65060:104=63 
65060:111=34 
65060:24=1392 
65060:20=0;5;-15 
65670:0=65670 
65670:10D=42 
65670:30=107 
65670:10C=2883 
65670:104=87 
65670:111=34 
65670:24=1392 
65670:20=12;2;0 
66280:0=66280 
66280:10D=45 
66280:30=114 
66280:10C=2131 
66280:104=84 
66280:111=36 
66280:24=1392 
66280:20=3;3;-21 
66900:0=66900 
66900:10D=48 
66900:30=122 
66900:10C=2217 
66900:104=81 
66900:111=55 
66900:24=1390 
66900:20=1;-6;-21 
67510:0=67510 
67510:10D=51 
67510:30=130 
67510:10C=2343 
67510:104=77 
67510:111=86 
67510:24=1391 
67510:20=-7;0;-6 
68160:0=68160 
68160:10D=54 
68160:30=139 
68160:10C=2512 
68160:104=70 
68160:111=37 
68160:24=1390 
68160:20=-12;0;-11 
68770:0=68770 
68770:10D=56 
68770:30=148 
68770:10C=2302 
68770:104=52 
68770:111=32 
68770:24=1387 
68770:20=0;3;2 
69390:0=69390 
69390:10D=55 
69390:30=157 
69390:10C=1879 
69390:104=31 
69390:111=22 
69390:10=3240 
69390:11=10118 
69390:A=-33.886072 
69390:B=151.067351 
69390:C=4690 
69390:D=55 
69390:F=6 
69390:24=1387 
69390:20=21;-12;8 
70000:0=70000 
70000:10D=55 
70000:30=166 
70000:10C=1840 
70000:104=37 
70000:111=25 
70000:10=3310 
70000:A=-33.886095 
70000:B=151.067234 
70000:C=4680 
70000:D=56 
70000:F=6 
70000:24=1394 
70000:20=10;0;1 
70610:0=70610 
70610:10D=55 
70610:30=175 
70610:10C=1831 
70610:104=38 
70610:111=26 
70610:10=3370 
70610:A=-33.886112 
70610:B=151.067135 
70610:C=4700 
70610:D=56 
70610:F=6 
70610:24=1396 
70610:20=4;-1;-10 
71290:0=71290 
71290:10D=56 
71290:30=185 
71290:10C=1835 
71290:104=43 
71290:111=30 
71290:10=3230 
71290:A=-33.886127 
71290:B=151.067036 
71290:C=4730 
71290:D=56 
71290:F=7 
71290:24=1396 
71290:20=6;-6;-12 
71900:0=71900 
71900:10D=56 
71900:30=194 
71900:10C=1852 
71900:104=36 
71900:111=26 
71900:10=3300 
71900:A=-33.886146 
71900:B=151.066919 
71900:C=4750 
71900:D=56 
71900:F=7 
71900:24=1394 
71900:20=5;-2;6 
72520:0=72520 
72520:10D=56 
72520:30=203 
72520:10C=1853 
72520:104=25 
72520:111=19 
72520:10=3360 
72520:A=-33.886161 
72520:B=151.066818 
72520:C=4770 
72520:D=56 
72520:F=7 
72520:24=1395 
72520:20=3;-2;-2 
73130:0=73130 
73130:10D=56 
73130:30=212 
73130:10C=1839 
73130:104=15 
73130:111=16 
73130:10=3420 
73130:A=-33.886176 
73130:B=151.066718 
73130:C=4790 
73130:D=56 
73130:F=7 
73130:24=1392 
73130:20=-2;5;15 
73740:0=73740 
73740:10D=55 
73740:30=221 
73740:10C=1816 
73740:104=11 
73740:111=15 
73740:10=3480 
73740:A=-33.886190 
73740:B=151.066619 
73740:C=4810 
73740:D=55 
73740:F=7 
73740:24=1393 
73740:20=5;3;5 
74440:0=74440 
74440:10D=54 
74440:30=231 
74440:10C=1791 
74440:104=12 
74440:111=17 
74440:10=3550 
74440:A=-33.886206 
74440:B=151.066505 
74440:C=4830 
74440:D=54 
74440:F=7 
74440:24=1395 
74440:20=5;4;1 
75050:0=75050 
75050:10D=54 
75050:30=240 
75050:10C=1817 
75050:104=36 
75050:111=27 
75050:10=3610 
75050:A=-33.886219 
75050:B=151.066408 
75050:C=4850 
75050:D=54 
75050:F=9 
75050:24=1397 
75050:20=-3;2;-10 
75670:0=75670 
75670:10D=54 
75670:30=249 
75670:10C=1796 
75670:104=37 
75670:111=24 
75670:10=3670 
75670:A=-33.886232 
75670:B=151.066310 
75670:C=4880 
75670:D=55 
75670:F=9 
75670:24=1392 
75670:20=8;1;-18 
76280:0=76280 
76280:10D=55 
76280:30=258 
76280:10C=1819 
76280:104=35 
76280:111=24 
76280:10=3730 
76280:A=-33.886245 
76280:B=151.066212 
76280:C=4910 
76280:D=55 
76280:F=9 
76280:24=1393 
76280:20=-3;8;5 
76890:0=76890 
76890:10D=55 
76890:30=267 
76890:10C=1829 
76890:104=36 
76890:111=25 
76890:10=3800 
76890:A=-33.886263 
76890:B=151.066097 
76890:C=4940 
76890:D=55 
76890:F=9 
76890:24=1394 
76890:20=-5;0;-10 
77580:0=77580 
77580:10D=55 
77580:30=277 
77580:10C=1834 
77580:104=43 
77580:111=29 
77580:10=3860 
77580:A=-33.886279 
77580:B=151.065997 
77580:C=4980 
77580:D=55 
77580:F=9 
77580:24=1395 
77580:20=-11;0;-2 
78190:0=78190 
78190:10D=56 
78190:30=286 
78190:10C=1839 
78190:104=43 
78190:111=30 
78190:10=3920 
78190:A=-33.886296 
78190:B=151.065897 
78190:C=5000 
78190:D=56 
78190:F=9 
78190:24=1394 
78190:20=-3;3;-1 
78810:0=78810 
78810:10D=56 
78810:30=295 
78810:10C=1852 
78810:104=27 
78810:111=20 
78810:10=3990 
78810:A=-33.886317 
78810:B=151.065781 
78810:C=5020 
78810:D=56 
78810:F=9 
78810:24=1393 
78810:20=-8;0;1 
79420:0=79420 
79420:10D=56 
79420:30=304 
79420:10C=1521 
79420:104=23 
79420:111=18 
79420:10=4050 
79420:A=-33.886337 
79420:B=151.065682 
79420:C=5040 
79420:D=56 
79420:F=9 
79420:24=1393 
79420:20=-4;0;0 
80040:0=80040 
80040:10D=56 
80040:30=313 
80040:10C=1482 
80040:104=34 
80040:111=25 
80040:10=4110 
80040:A=-33.886358 
80040:B=151.065583 
80040:C=5050 
80040:D=56 
80040:F=9 
80040:24=1394 
80040:20=-4;0;6 
80710:0=80710 
80710:10D=57 
80710:30=323 
80710:10C=1438 
80710:104=24 
80710:111=16 
80710:10=4180 
80710:A=-33.886384 
80710:B=151.065467 
80710:C=5070 
80710:D=57 
80710:F=9 
80710:24=1392 
80710:20=0;2;1 
81330:0=81330 
81330:10D=57 
81330:30=332 
81330:10C=1462 
81330:104=19 
81330:111=17 
81330:10=4240 
81330:A=-33.886407 
81330:B=151.065367 
81330:C=5070 
81330:D=57 
81330:F=9 
81330:24=1398 
81330:20=-8;-2;8 
81940:0=81940 
81940:10D=57 
81940:30=341 
81940:10C=1450 
81940:104=19 
81940:111=17 
81940:105=67 
81940:10=4310 
81940:A=-33.886436 
81940:B=151.065251 
81940:C=5070 
81940:D=57 
81940:F=9 
81940:24=1397 
81940:20=-5;-4;-10 
82680:0=82680 
82680:10D=57 
82680:30=352 
82680:10C=1468 
82680:104=23 
82680:111=15 
82680:10=4370 
82680:A=-33.886463 
82680:B=151.065151 
82680:C=5060 
82680:D=58 
82680:F=9 
82680:24=1392 
82680:20=-5;3;-5 
83290:0=83290 
83290:10D=58 
83290:30=361 
83290:10C=1470 
83290:104=14 
83290:111=15 
83290:10=4430 
83290:A=-33.886491 
83290:B=151.065051 
83290:C=5050 
83290:D=58 
83290:F=9 
83290:24=1394 
83290:20=-5;0;0 
84000:0=84000 
84000:10D=58 
84000:30=372 
84000:10C=1472 
84000:104=12 
84000:111=14 
84000:10=4500 
84000:A=-33.886525 
84000:B=151.064934 
84000:C=5020 
84000:D=58 
84000:F=9 
84000:24=1398 
84000:20=-7;-1;1 
84610:0=84610 
84610:10D=58 
84610:30=381 
84610:10C=1484 
84610:104=11 
84610:111=14 
84610:10=4570 
84610:A=-33.886560 
84610:B=151.064818 
84610:C=4980 
84610:D=59 
84610:F=9 
84610:24=1395 
84610:20=-10;-5;-2 
85220:0=85220 
85220:10D=59 
85220:30=390 
85220:10C=1488 
85220:104=10 
85220:111=14 
85220:10=4630 
85220:A=-33.886592 
85220:B=151.064718 
85220:C=4950 
85220:D=59 
85220:F=9 
85220:24=1395 
85220:20=-2;-8;6 
85830:0=85830 
85830:10D=59 
85830:30=399 
85830:10C=1490 
85830:104=10 
85830:111=14 
85830:10=4690 
85830:A=-33.886625 
85830:B=151.064618 
85830:C=4920 
85830:D=59 
85830:F=9 
85830:24=1393 
85830:20=-4;-1;19 
86440:0=86440 
86440:10D=59 
86440:30=408 
86440:10C=1531 
86440:104=12 
86440:111=15 
86440:10=4750 
86440:A=-33.886659 
86440:B=151.064518 
86440:C=4880 
86440:D=60 
86440:F=9 
86440:24=1393 
86440:20=1;-2;10 
87120:0=87120 
87120:10D=61 
87120:30=419 
87120:10C=1550 
87120:104=12 
87120:111=15 
87120:10=4820 
87120:A=-33.886701 
87120:B=151.064399 
87120:C=4820 
87120:D=61 
87120:F=9 
87120:24=1397 
87120:20=2;-1;4 
87730:0=87730 
87730:10D=61 
87730:30=429 
87730:10C=1580 
87730:104=13 
87730:111=15 
87730:10=4880 
87730:A=-33.886739 
87730:B=151.064297 
87730:C=4780 
87730:D=62 
87730:F=9 
87730:24=1393 
87730:20=0;0;-7 
88340:0=88340 
88340:10D=62 
88340:30=439 
88340:10C=1542 
88340:104=10 
88340:111=11 
88340:10=4940 
88340:A=-33.886779 
88340:B=151.064193 
88340:C=4730 
88340:D=63 
88340:F=9 
88340:24=1397 
88340:20=-6;4;1 
88950:0=88950 
88950:10D=63 
88950:30=449 
88950:10C=814 
88950:104=8 
88950:111=13 
88950:10=5000 
88950:A=-33.886821 
88950:B=151.064089 
88950:C=4680 
88950:D=64 
88950:F=9 
88950:24=1391 
88950:20=-7;1;8 
89560:0=89560 
89560:10D=64 
89560:30=459 
89560:10C=280 
89560:104=9 
89560:111=11 
89560:10=5060 
89560:A=-33.886865 
89560:B=151.063984 
89560:C=4630 
89560:D=65 
89560:F=9 
89560:24=1393 
89560:20=-1;-1;6 
90230:0=90230 
90230:10D=65 
90230:30=471 
90230:10C=0 
90230:104=0 
90230:111=11 
90230:10=5130 
90230:A=-33.886920 
90230:B=151.063861 
90230:C=4570 
90230:D=66 
90230:F=9 
90230:24=1399 
90230:20=-6;5;12 
90840:0=90840 
90840:10D=66 
90840:30=482 
90840:10C=0 
90840:104=0 
90840:111=11 
90840:10=5190 
90840:A=-33.886969 
90840:B=151.063755 
90840:C=4520 
90840:D=67 
90840:F=9 
90840:24=1401 
90840:20=-4;3;-5 
91450:0=91450 
91450:10D=67 
91450:30=493 
91450:10C=0 
91450:104=0 
91450:111=11 
91450:10=5250 
91450:A=-33.887019 
91450:B=151.063649 
91450:C=4470 
91450:D=68 
91450:F=9 
91450:24=1396 
91450:20=-10;2;0 
92060:0=92060 
92060:10D=67 
92060:30=504 
92060:10C=0 
92060:104=0 
92060:111=16 
92060:10=5310 
92060:A=-33.887071 
92060:B=151.063542 
92060:C=4410 
92060:D=68 
92060:F=9 
92060:24=1395 
92060:20=-5;8;14 
92680:0=92680 
92680:10D=68 
92680:30=515 
92680:10C=0 
92680:104=0 
92680:111=16 
92680:10=5370 
92680:A=-33.887126 
92680:B=151.063436 
92680:C=4360 
92680:D=69 
92680:F=9 
92680:24=1393 
92680:20=-8;2;5 
93350:0=93350 
93350:10D=69 
93350:30=527 
93350:10C=0 
93350:104=0 
93350:111=16 
93350:10=5440 
93350:A=-33.887193 
93350:B=151.063312 
93350:C=4290 
93350:D=70 
93350:F=10 
93350:24=1397 
93350:20=-7;4;20 
93960:0=93960 
93960:10D=69 
93960:30=538 
93960:10C=0 
93960:104=0 
93960:111=16 
93960:10=5500 
93960:A=-33.887253 
93960:B=151.063206 
93960:C=4230 
93960:D=70 
93960:F=10 
93960:24=1396 
93960:20=-15;-9;0 
94600:0=94600 
94600:10D=70 
94600:30=550 
94600:10C=0 
94600:104=0 
94600:111=16 
94600:10=5570 
94600:A=-33.887324 
94600:B=151.063085 
94600:C=4170 
94600:D=70 
94600:F=10 
94600:24=1398 
94600:20=-8;0;7 
95250:0=95250 
95250:10D=70 
95250:30=562 
95250:10C=0 
95250:104=0 
95250:111=16 
95250:10=5630 
95250:A=-33.887387 
95250:B=151.062981 
95250:C=4120 
95250:D=71 
95250:F=10 
95250:24=1397 
95250:20=-4;-2;3 
95880:0=95880 
95880:10D=71 
95880:30=574 
95880:10C=0 
95880:104=0 
95880:111=16 
95880:10=5690 
95880:A=-33.887452 
95880:B=151.062878 
95880:C=4070 
95880:D=71 
95880:F=10 
95880:24=1487 
95880:20=-5;0;9 
96550:0=96550 
96550:10D=70 
96550:30=587 
96550:10C=0 
96550:104=0 
96550:111=16 
96550:10=5760 
96550:A=-33.887528 
96550:B=151.062758 
96550:C=4000 
96550:D=71 
96550:F=10 
96550:24=1544 
96550:20=3;-3;14 
97190:0=97190 
97190:10D=69 
97190:30=599 
97190:10C=0 
97190:104=0 
97190:111=16 
97190:10=5830 
97190:A=-33.887603 
97190:B=151.062641 
97190:C=3960 
97190:D=69 
97190:F=10 
97190:24=1542 
97190:20=-8;-4;13 
97830:0=97830 
97830:10D=68 
97830:30=611 
97830:10C=0 
97830:104=0 
97830:111=16 
97830:10=5890 
97830:A=-33.887665 
97830:B=151.062544 
97830:C=3960 
97830:D=67 
97830:F=10 
97830:24=1540 
97830:20=4;-6;16 
98480:0=98480 
98480:10D=66 
98480:30=623 
98480:10C=0 
98480:104=0 
98480:111=16 
98480:10=5960 
98480:A=-33.887736 
98480:B=151.062431 
98480:C=3940 
98480:D=66 
98480:F=10 
98480:24=1541 
98480:20=2;-19;-2 
99130:0=99130 
99130:10D=64 
99130:30=634 
99130:10C=0 
99130:104=0 
99130:111=16 
99130:10=10020 
99130:A=-33.887795 
99130:B=151.062337 
99130:C=3930 
99130:D=64 
99130:F=11 
99130:24=1535 
99130:20=-10;7;7 
99840:0=99840 
99840:10D=62 
99840:30=646 
99840:10C=0 
99840:104=0 
99840:111=16 
99840:10=10090 
99840:A=-33.887862 
99840:B=151.062230 
99840:C=3930 
99840:D=62 
99840:F=11 
99840:24=1539 
99840:20=-4;-2;3 
100490:0=100490 
100490:10D=62 
100490:30=657 
100490:10C=0 
100490:104=0 
100490:111=16 
100490:10=10160 
100490:A=-33.887930 
100490:B=151.062127 
100490:C=3940 
100490:D=62 
100490:F=11 
100490:24=1544 
100490:20=-6;-6;10 
101140:0=101140 
101140:10D=61 
101140:30=668 
101140:10C=0 
101140:104=0 
101140:111=16 
101140:10=10220 
101140:A=-33.887990 
101140:B=151.062040 
101140:C=3940 
101140:D=62 
101140:F=11 
101140:24=1545 
101140:20=-8;-3;10 
101790:0=101790 
101790:10D=61 
101790:30=679 
101790:10C=0 
101790:104=0 
101790:111=16 
101790:10=10290 
101790:A=-33.888059 
101790:B=151.061941 
101790:C=3950 
101790:D=61 
101790:F=11 
101790:24=1544 
101790:20=-2;1;4 
102440:0=102440 
102440:10D=60 
102440:30=689 
102440:10C=0 
102440:104=0 
102440:111=16 
102440:10=10350 
102440:A=-33.888119 
102440:B=151.061856 
102440:C=3960 
102440:D=60 
102440:F=11 
102440:24=1532 
102440:20=-4;3;5 
102440:EV=3,TS=103160,SK=TEST_SERVER_KEY,VIN=AUZZZ8V3FA166868 
104440:0=104440 
104440:10D=61 
104440:30=722 
104440:10C=0 
104440:104=0 
104440:111=16 
104440:10=10550 
104440:A=-33.888323 
104440:B=151.061577 
104440:C=3960 
104440:D=61 
104440:F=11 
104440:24=1395 
104440:20=0;-2;2 
105090:0=105090 
105090:10D=61 
105090:30=733 
105090:10C=0 
105090:104=0 
105090:111=16 
105090:10=10620 
105090:A=-33.888397 
105090:B=151.061480 
105090:C=3960 
105090:D=62 
105090:F=11 
105090:24=1396 
105090:20=-4;2;5 
105740:0=105740 
105740:10D=62 
105740:30=744 
105740:10C=0 
105740:104=0 
105740:111=16 
105740:10=10680 
105740:A=-33.888461 
105740:B=151.061398 
105740:C=3960 
105740:D=62 
105740:F=11 
105740:24=1394 
105740:20=-7;6;9 
106440:0=106440 
106440:10D=61 
106440:30=755 
106440:10C=0 
106440:104=0 
106440:111=16 
106440:10=10750 
106440:A=-33.888537 
106440:B=151.061304 
106440:C=3970 
106440:D=62 
106440:F=11 
106440:24=1394 
106440:20=4;0;6 
107090:0=107090 
107090:10D=61 
107090:30=766 
107090:10C=0 
107090:104=0 
107090:111=16 
107090:10=10820 
107090:A=-33.888615 
107090:B=151.061210 
107090:C=3960 
107090:D=62 
107090:F=11 
107090:24=1397 
107090:20=-1;13;5 
107740:0=107740 
107740:10D=61 
107740:30=777 
107740:10C=0 
107740:104=0 
107740:111=16 
107740:10=10880 
107740:A=-33.888682 
107740:B=151.061132 
107740:C=3960 
107740:D=62 
107740:F=11 
107740:24=1397 
107740:20=-1;0;8 
108390:0=108390 
108390:10D=61 
108390:30=788 
108390:10C=0 
108390:104=0 
108390:111=16 
108390:10=10950 
108390:A=-33.888760 
108390:B=151.061041 
108390:C=3960 
108390:D=61 
108390:F=11 
108390:24=1399 
108390:20=1;0;6 
109040:0=109040 
109040:10D=61 
109040:30=799 
109040:10C=0 
109040:104=0 
109040:111=16 
109040:10=11010 
109040:A=-33.888826 
109040:B=151.060964 
109040:C=3950 
109040:D=61 
109040:F=11 
109040:24=1398 
109040:20=-21;-1;-4 
109770:0=109770 
109770:10D=61 
109770:30=811 
109770:10C=0 
109770:104=0 
109770:111=16 
109770:10=11090 
109770:A=-33.888915 
109770:B=151.060861 
109770:C=3930 
109770:D=61 
109770:F=11 
109770:24=1398 
109770:20=-3;-4;-25 
110420:0=110420 
110420:10D=60 
110420:30=821 
110420:10C=0 
110420:104=0 
110420:111=16 
110420:10=11150 
110420:A=-33.888982 
110420:B=151.060785 
110420:C=3920 
110420:D=61 
110420:F=11 
110420:24=1397 
110420:20=0;-1;-1 
111070:0=111070 
111070:10D=60 
111070:30=831 
111070:10C=0 
111070:104=0 
111070:111=16 
111070:10=11220 
111070:A=-33.889059 
111070:B=151.060696 
111070:C=3910 
111070:D=61 
111070:F=11 
111070:24=1399 
111070:20=-5;-7;5 
111720:0=111720 
111720:10D=60 
111720:30=841 
111720:10C=0 
111720:104=0 
111720:111=16 
111720:10=11280 
111720:A=-33.889125 
111720:B=151.060619 
111720:C=3900 
111720:D=60 
111720:F=11 
111720:24=1395 
111720:20=3;-3;13 
112370:0=112370 
112370:10D=60 
112370:30=851 
112370:10C=0 
112370:104=0 
112370:111=16 
112370:10=11350 
112370:A=-33.889201 
112370:B=151.060530 
112370:C=3900 
112370:D=60 
112370:F=11 
112370:24=1540 
112370:20=-3;-7;-2 
113090:0=113090 
113090:10D=59 
113090:30=862 
113090:10C=0 
113090:104=0 
113090:111=16 
113090:10=11420 
113090:A=-33.889276 
113090:B=151.060442 
113090:C=3870 
113090:D=59 
113090:F=11 
113090:24=1544 
113090:20=0;-2;5 
113740:0=113740 
113740:10D=59 
113740:30=872 
113740:10C=0 
113740:104=0 
113740:111=16 
113740:10=11480 
113740:A=-33.889341 
113740:B=151.060367 
113740:C=3860 
113740:D=59 
113740:F=11 
113740:24=1543 
113740:20=0;5;14 
114390:0=114390 
114390:10D=59 
114390:30=882 
114390:10C=0 
114390:104=0 
114390:111=16 
114390:10=11550 
114390:A=-33.889417 
114390:B=151.060280 
114390:C=3850 
114390:D=59 
114390:F=11 
114390:24=1542 
114390:20=0;-1;-6 
115040:0=115040 
115040:10D=59 
115040:30=892 
115040:10C=0 
115040:104=0 
115040:111=16 
115040:10=11610 
115040:A=-33.889482 
115040:B=151.060206 
115040:C=3830 
115040:D=59 
115040:F=11 
115040:24=1471 
115040:20=0;-1;4 
115690:0=115690 
115690:10D=59 
115690:30=902 
115690:10C=0 
115690:104=0 
115690:111=16 
115690:10=11680 
115690:A=-33.889557 
115690:B=151.060120 
115690:C=3820 
115690:D=59 
115690:F=11 
115690:24=1398 
115690:20=-4;1;0 
116410:0=116410 
116410:10D=59 
116410:30=913 
116410:10C=0 
116410:104=0 
116410:111=16 
116410:10=11750 
116410:A=-33.889633 
116410:B=151.060033 
116410:C=3800 
116410:D=59 
116410:F=11 
116410:24=1398 
116410:20=-3;3;9 
117060:0=117060 
117060:10D=59 
117060:30=923 
117060:10C=0 
117060:104=0 
117060:111=16 
117060:10=11810 
117060:A=-33.889697 
117060:B=151.059958 
117060:C=3790 
117060:D=60 
117060:F=11 
117060:24=1400 
117060:20=8;-2;10 
117710:0=117710 
117710:10D=59 
117710:30=933 
117710:10C=0 
117710:104=0 
117710:111=16 
117710:10=11880 
117710:A=-33.889773 
117710:B=151.059869 
117710:C=3780 
117710:D=60 
117710:F=11 
117710:24=1399 
117710:20=-1;-5;3 
118360:0=118360 
118360:10D=59 
118360:30=943 
118360:10C=0 
118360:104=0 
118360:111=16 
118360:10=11940 
118360:A=-33.889838 
118360:B=151.059794 
118360:C=3770 
118360:D=60 
118360:F=11 
118360:24=1401 
118360:20=-4;5;9 
119010:0=119010 
119010:10D=60 
119010:30=953 
119010:10C=0 
119010:104=0 
119010:111=16 
119010:10=12010 
119010:A=-33.889914 
119010:B=151.059706 
119010:C=3760 
119010:D=60 
119010:F=11 
119010:24=1397 
119010:20=-1;9;4 
119740:0=119740 
119740:10D=60 
119740:30=965 
119740:10C=0 
119740:104=0 
119740:111=16 
119740:10=12080 
119740:A=-33.889991 
119740:B=151.059618 
119740:C=3750 
119740:D=60 
119740:F=11 
119740:24=1398 
119740:20=4;-1;-5 
120390:0=120390 
120390:10D=60 
120390:30=975 
120390:10C=0 
120390:104=0 
120390:111=16 
120390:10=12150 
120390:A=-33.890066 
120390:B=151.059530 
120390:C=3730 
120390:D=60 
120390:F=11 
120390:24=1399 
120390:20=3;-3;5 
121040:0=121040 
121040:10D=59 
121040:30=985 
121040:10C=0 
121040:104=0 
121040:111=16 
121040:10=12210 
121040:A=-33.890131 
121040:B=151.059454 
121040:C=3710 
121040:D=60 
121040:F=11 
121040:24=1395 
121040:20=2;-2;3 
121690:0=121690 
121690:10D=60 
121690:30=995 
121690:10C=0 
121690:104=0 
121690:111=16 
121690:10=12280 
121690:A=-33.890207 
121690:B=151.059366 
121690:C=3700 
121690:D=60 
121690:F=11 
121690:24=1398 
121690:20=0;-1;-3 
122340:0=122340 
122340:10D=60 
122340:30=1005 
122340:10C=0 
122340:104=0 
122340:111=16 
122340:10=12340 
122340:A=-33.890271 
122340:B=151.059288 
122340:C=3680 
122340:D=60 
122340:F=11 
122340:24=1396 
122340:20=-2;11;0 
123060:0=123060 
123060:10D=60 
123060:30=1017 
123060:10C=0 
123060:104=0 
123060:111=16 
123060:10=12410 
123060:A=-33.890347 
123060:B=151.059197 
123060:C=3670 
123060:D=61 
123060:F=11 
123060:24=1397 
123060:20=9;7;6 
123710:0=123710 
123710:10D=61 
123710:30=1027 
123710:10C=0 
123710:104=0 
123710:111=16 
123710:10=12480 
123710:A=-33.890422 
123710:B=151.059103 
123710:C=3650 
123710:D=62 
123710:F=11 
123710:24=1399 
123710:20=4;-1;-8 
124360:0=124360 
124360:10D=63 
124360:30=1038 
124360:10C=0 
124360:104=0 
124360:111=16 
124360:10=12540 
124360:A=-33.890487 
124360:B=151.059021 
124360:C=3650 
124360:D=62 
124360:F=11 
124360:24=1396 
124360:20=2;-7;1 
125010:0=125010 
125010:10D=62 
125010:30=1049 
125010:10C=0 
125010:104=0 
125010:111=16 
125010:10=12610 
125010:A=-33.890563 
125010:B=151.058925 
125010:C=3640 
125010:D=62 
125010:F=11 
125010:24=1397 
125010:20=11;-11;0 
125660:0=125660 
125660:10D=62 
125660:30=1060 
125660:10C=0 
125660:104=0 
125660:111=16 
125660:10=12670 
125660:A=-33.890628 
125660:B=151.058842 
125660:C=3650 
125660:D=63 
125660:F=11 
125660:24=1393 
125660:20=4;-4;0 
126390:0=126390 
126390:10D=63 
126390:30=1072 
126390:10C=0 
126390:104=0 
126390:111=16 
126390:10=12750 
126390:A=-33.890713 
126390:B=151.058729 
126390:C=3640 
126390:D=63 
126390:F=11 
126390:24=1398 
126390:20=1;-3;0 
127050:0=127050 
127050:10D=63 
127050:30=1083 
127050:10C=0 
127050:104=0 
127050:111=16 
127050:10=12810 
127050:A=-33.890778 
127050:B=151.058643 
127050:C=3620 
127050:D=64 
127050:F=11 
127050:24=1395 
127050:20=4;0;3 
127700:0=127700 
127700:10D=63 
127700:30=1094 
127700:10C=0 
127700:104=0 
127700:111=16 
127700:10=12880 
127700:A=-33.890852 
